item_text_ar,item_text_en_ai
٦. هل يقف طفلك على قدم واحدة دون الاستناد إلى شيء لمدة 5 ثوانٍ من غير أن يختل توازنه أو أن يعيد قدمه للأسفل؟ امنح طفلك محاولتين أو ثلاث قبل الإجابة عن السؤال.,6. Does your child stand on one foot without resting on something for 5 seconds without losing his balance or putting his foot back down? Give your child two or three tries before answering the question.
٦. هل يقف طفلك على قدم واحدة لمدة ثانية واحدة دون أن يستند إلى شيء؟,6. Does your child stand on one foot for one second without leaning on anything?
٦. هل يقفز طفلك مسافة 6 بوصات / 16 سم إلى الأمام رافعًا كلتا قدميه عن الأرض في نفس الوقت أثناء القفز؟,"6. Does your child jump 6 inches/16 cm forward, lifting both feet off the ground at the same time while jumping?"
٦. هل يقلب طفلك صفحات كتاب الواحدة تلو الأخرى؟,6. Does your child turn the pages of a book one by one?
٦. هل يقلب طفلك صفحات كتاب بمفرده؟,6. Does your child turn the pages of a book on his own?
٦. هل يقلب طفلك قارورة شفافة ليستخرج منها كسرة خبز وقعت فيها - بحجم حبة الفول تقريبًا-؟,6. Does your child turn over a clear bottle to extract a piece of bread - about the size of a bean - that has fallen into it?
٦. هل يقلب طفلك قارورة شفافة ليستخرج منها كسرة خبز وقعت فيها - بحجم حبة الفول تقريبًا؟,6. Does your child turn over a clear bottle to extract a piece of bread that has fallen into it - about the size of a bean?
٦. هل يقول طفلك ثلاث كلمات مثل: ”ماما“، و ”بابا“، و ”دادا“؟,"6. Does your child say three words such as: “mama,” “dada,” and “dada”?"
٦. هل يقول طفلك ثمان كلمات أو أكثر بالإضافة إلى كلمتي ”ماما“ و ”بابا“؟,6. Does your child say eight or more words in addition to “mama” and “dada”?
٦. هل يقوم طفلك بحركة البرم أو اللف بيده؟ كأن يدير مقبض الباب لفتحه، أو يبرم مفتاح لعبته لتشغيلها، أوغطاء علبة لفتحها وإغلاقها؟,"6. Does your child twist or roll with his hands? Like turning a doorknob to open it, or turning the key of a toy to turn it on, or the lid of a box to open and close it?"
٦. هل يلتقط طفلك لعبة صغيرة بيد واحدة؟,6. Does your child pick up a small toy with one hand?
٦. هل يلتقط طفلك لعبة صغيرة مستخدمًا رؤوس أصابعة؟,6. Does your child pick up a small toy using his or her fingertips?
٦. هل يلعب طفلك بخبط اللعبة للأعلى والأسفل، على الأرض أو الطاولة؟,"6. Does your child play by banging the toy up and down, on the floor or table?"
٦. هل يلوّن طفلك ضمن حدود الرسمات الموجودة في كتب التلوين أو ضمن حدود دائرة ترسمتها له قطرها 2 بوصة / 5 سم؟,6. Does your child color within the boundaries of the drawings in the coloring books or within the boundaries of a circle you have drawn for him with a diameter of 2 inches/5 cm?
٦. هل يمثل طفلك أدوارًا مختلفة أو يتقمص شخصيات خيالية؟ على سبيل المثال:قد يرتدي ملابس أو اكسسوارات ليقلد شخصية أب، أو أم، أو أخ، أو أخت، أو حيوان أو حتى رمز خيالي.,"6. Does your child role-play or imaginary characters? For example: He may wear clothes or accessories to imitate a father, mother, brother, sister, animal, or even a fictional symbol."
٦. هل يمسك طفلك بملابسه أو يخدشها بأصابعه؟,6. Does your child grab his clothes or scratch them with his fingers?
٦. هل يمسك طفلك قلم تلوين أو قلم رصاص أو حبر بين أصابعه وإبهامه عندما يرسم كما يفعل الكبار؟,"6. Does your child hold a crayon, pencil, or ink between his fingers and thumb when he draws like adults do?"
٦. هل يمشي طفلك على أطراف أصابعه مسافة 15 قدم / 4.5 م؟,6. Does your child tiptoe 15 feet/4.5 m?
٦. هل يمشي طفلك وهو يستند بيد واحدة إلى قطعة أثاث قريبة منه؟,6. Does your child walk with one hand on a nearby piece of furniture?
٦. هل يُعيد طفلك ترديد العبارات المكتوبة في أسفل السؤال عند سماعها دون أي أخطاء؟,6. Does your child repeat the phrases written at the bottom of the question when he hears them without any errors?
٦.هل يقفز طفلك مستخدمًا كلتا قدميه بالتناوب - مرة اليمنى ومرة اليسرى؟ امنح طفلك الفرصة ليشاهدك تقوم بذلك.,6. Does your child hop using both feet alternately - the right and the left? Give your child the opportunity to watch you do this.
